_link,_link_releases,_link_releases_parties,_link_main,scheme,id,description
0.releases.2739.parties.15.details.classifications.0,0.releases.2739,0.releases.2739.parties.15,0,WLB,WLB,Woman-Lead Business
0.releases.2739.parties.16.details.classifications.0,0.releases.2739,0.releases.2739.parties.16,0,WLB,WLB,Woman-Lead Business
0.releases.2739.parties.20.details.classifications.0,0.releases.2739,0.releases.2739.parties.20,0,WLB,WLB,Woman-Lead Business
0.releases.2740.parties.5.details.classifications.0,0.releases.2740,0.releases.2740.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2740.parties.6.details.classifications.0,0.releases.2740,0.releases.2740.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2740.parties.8.details.classifications.0,0.releases.2740,0.releases.2740.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2740.parties.13.details.classifications.0,0.releases.2740,0.releases.2740.parties.13,0,WLB,WLB,Woman-Lead Business
0.releases.2740.parties.15.details.classifications.0,0.releases.2740,0.releases.2740.parties.15,0,WLB,WLB,Woman-Lead Business
0.releases.2740.parties.16.details.classifications.0,0.releases.2740,0.releases.2740.parties.16,0,WLB,WLB,Woman-Lead Business
0.releases.2740.parties.20.details.classifications.0,0.releases.2740,0.releases.2740.parties.20,0,WLB,WLB,Woman-Lead Business
0.releases.2741.parties.5.details.classifications.0,0.releases.2741,0.releases.2741.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2741.parties.6.details.classifications.0,0.releases.2741,0.releases.2741.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2741.parties.8.details.classifications.0,0.releases.2741,0.releases.2741.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2741.parties.13.details.classifications.0,0.releases.2741,0.releases.2741.parties.13,0,WLB,WLB,Woman-Lead Business
0.releases.2741.parties.15.details.classifications.0,0.releases.2741,0.releases.2741.parties.15,0,WLB,WLB,Woman-Lead Business
0.releases.2741.parties.16.details.classifications.0,0.releases.2741,0.releases.2741.parties.16,0,WLB,WLB,Woman-Lead Business
0.releases.2741.parties.20.details.classifications.0,0.releases.2741,0.releases.2741.parties.20,0,WLB,WLB,Woman-Lead Business
0.releases.2742.parties.5.details.classifications.0,0.releases.2742,0.releases.2742.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2742.parties.6.details.classifications.0,0.releases.2742,0.releases.2742.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2742.parties.8.details.classifications.0,0.releases.2742,0.releases.2742.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2742.parties.13.details.classifications.0,0.releases.2742,0.releases.2742.parties.13,0,WLB,WLB,Woman-Lead Business
0.releases.2742.parties.15.details.classifications.0,0.releases.2742,0.releases.2742.parties.15,0,WLB,WLB,Woman-Lead Business
0.releases.2742.parties.16.details.classifications.0,0.releases.2742,0.releases.2742.parties.16,0,WLB,WLB,Woman-Lead Business
0.releases.2742.parties.20.details.classifications.0,0.releases.2742,0.releases.2742.parties.20,0,WLB,WLB,Woman-Lead Business
0.releases.2743.parties.5.details.classifications.0,0.releases.2743,0.releases.2743.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2743.parties.6.details.classifications.0,0.releases.2743,0.releases.2743.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2743.parties.8.details.classifications.0,0.releases.2743,0.releases.2743.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2743.parties.13.details.classifications.0,0.releases.2743,0.releases.2743.parties.13,0,WLB,WLB,Woman-Lead Business
0.releases.2743.parties.15.details.classifications.0,0.releases.2743,0.releases.2743.parties.15,0,WLB,WLB,Woman-Lead Business
0.releases.2743.parties.16.details.classifications.0,0.releases.2743,0.releases.2743.parties.16,0,WLB,WLB,Woman-Lead Business
0.releases.2743.parties.20.details.classifications.0,0.releases.2743,0.releases.2743.parties.20,0,WLB,WLB,Woman-Lead Business
0.releases.2744.parties.5.details.classifications.0,0.releases.2744,0.releases.2744.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2744.parties.6.details.classifications.0,0.releases.2744,0.releases.2744.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2744.parties.8.details.classifications.0,0.releases.2744,0.releases.2744.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2744.parties.13.details.classifications.0,0.releases.2744,0.releases.2744.parties.13,0,WLB,WLB,Woman-Lead Business
0.releases.2744.parties.15.details.classifications.0,0.releases.2744,0.releases.2744.parties.15,0,WLB,WLB,Woman-Lead Business
0.releases.2744.parties.16.details.classifications.0,0.releases.2744,0.releases.2744.parties.16,0,WLB,WLB,Woman-Lead Business
0.releases.2744.parties.20.details.classifications.0,0.releases.2744,0.releases.2744.parties.20,0,WLB,WLB,Woman-Lead Business
0.releases.2745.parties.5.details.classifications.0,0.releases.2745,0.releases.2745.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2745.parties.6.details.classifications.0,0.releases.2745,0.releases.2745.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2745.parties.8.details.classifications.0,0.releases.2745,0.releases.2745.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2745.parties.13.details.classifications.0,0.releases.2745,0.releases.2745.parties.13,0,WLB,WLB,Woman-Lead Business
0.releases.2745.parties.15.details.classifications.0,0.releases.2745,0.releases.2745.parties.15,0,WLB,WLB,Woman-Lead Business
0.releases.2745.parties.16.details.classifications.0,0.releases.2745,0.releases.2745.parties.16,0,WLB,WLB,Woman-Lead Business
0.releases.2745.parties.20.details.classifications.0,0.releases.2745,0.releases.2745.parties.20,0,WLB,WLB,Woman-Lead Business
0.releases.2746.parties.5.details.classifications.0,0.releases.2746,0.releases.2746.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2746.parties.6.details.classifications.0,0.releases.2746,0.releases.2746.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2746.parties.8.details.classifications.0,0.releases.2746,0.releases.2746.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2746.parties.13.details.classifications.0,0.releases.2746,0.releases.2746.parties.13,0,WLB,WLB,Woman-Lead Business
0.releases.2746.parties.15.details.classifications.0,0.releases.2746,0.releases.2746.parties.15,0,WLB,WLB,Woman-Lead Business
0.releases.2746.parties.16.details.classifications.0,0.releases.2746,0.releases.2746.parties.16,0,WLB,WLB,Woman-Lead Business
0.releases.2746.parties.20.details.classifications.0,0.releases.2746,0.releases.2746.parties.20,0,WLB,WLB,Woman-Lead Business
0.releases.2751.parties.16.details.classifications.0,0.releases.2751,0.releases.2751.parties.16,0,WLB,WLB,Woman-Lead Business
0.releases.2751.parties.17.details.classifications.0,0.releases.2751,0.releases.2751.parties.17,0,WLB,WLB,Woman-Lead Business
0.releases.2753.parties.2.details.classifications.0,0.releases.2753,0.releases.2753.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2753.parties.3.details.classifications.0,0.releases.2753,0.releases.2753.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2753.parties.6.details.classifications.0,0.releases.2753,0.releases.2753.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2754.parties.3.details.classifications.0,0.releases.2754,0.releases.2754.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2757.parties.1.details.classifications.0,0.releases.2757,0.releases.2757.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2757.parties.5.details.classifications.0,0.releases.2757,0.releases.2757.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2757.parties.9.details.classifications.0,0.releases.2757,0.releases.2757.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2757.parties.11.details.classifications.0,0.releases.2757,0.releases.2757.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2757.parties.12.details.classifications.0,0.releases.2757,0.releases.2757.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.2763.parties.1.details.classifications.0,0.releases.2763,0.releases.2763.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2763.parties.5.details.classifications.0,0.releases.2763,0.releases.2763.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2763.parties.8.details.classifications.0,0.releases.2763,0.releases.2763.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2763.parties.9.details.classifications.0,0.releases.2763,0.releases.2763.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2766.parties.1.details.classifications.0,0.releases.2766,0.releases.2766.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2767.parties.3.details.classifications.0,0.releases.2767,0.releases.2767.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2767.parties.4.details.classifications.0,0.releases.2767,0.releases.2767.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2769.parties.6.details.classifications.0,0.releases.2769,0.releases.2769.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2769.parties.7.details.classifications.0,0.releases.2769,0.releases.2769.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2771.parties.3.details.classifications.0,0.releases.2771,0.releases.2771.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2771.parties.4.details.classifications.0,0.releases.2771,0.releases.2771.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2773.parties.2.details.classifications.0,0.releases.2773,0.releases.2773.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2774.parties.3.details.classifications.0,0.releases.2774,0.releases.2774.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2774.parties.4.details.classifications.0,0.releases.2774,0.releases.2774.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2775.parties.1.details.classifications.0,0.releases.2775,0.releases.2775.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2775.parties.2.details.classifications.0,0.releases.2775,0.releases.2775.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2778.parties.2.details.classifications.0,0.releases.2778,0.releases.2778.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2778.parties.5.details.classifications.0,0.releases.2778,0.releases.2778.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2779.parties.1.details.classifications.0,0.releases.2779,0.releases.2779.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2780.parties.1.details.classifications.0,0.releases.2780,0.releases.2780.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2780.parties.2.details.classifications.0,0.releases.2780,0.releases.2780.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2781.parties.4.details.classifications.0,0.releases.2781,0.releases.2781.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2782.parties.1.details.classifications.0,0.releases.2782,0.releases.2782.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2785.parties.2.details.classifications.0,0.releases.2785,0.releases.2785.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2785.parties.5.details.classifications.0,0.releases.2785,0.releases.2785.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2785.parties.6.details.classifications.0,0.releases.2785,0.releases.2785.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2785.parties.7.details.classifications.0,0.releases.2785,0.releases.2785.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2785.parties.10.details.classifications.0,0.releases.2785,0.releases.2785.parties.10,0,WLB,WLB,Woman-Lead Business
0.releases.2793.parties.3.details.classifications.0,0.releases.2793,0.releases.2793.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2793.parties.5.details.classifications.0,0.releases.2793,0.releases.2793.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2793.parties.12.details.classifications.0,0.releases.2793,0.releases.2793.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.2793.parties.13.details.classifications.0,0.releases.2793,0.releases.2793.parties.13,0,WLB,WLB,Woman-Lead Business
0.releases.2796.parties.3.details.classifications.0,0.releases.2796,0.releases.2796.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2799.parties.1.details.classifications.0,0.releases.2799,0.releases.2799.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2801.parties.1.details.classifications.0,0.releases.2801,0.releases.2801.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2801.parties.2.details.classifications.0,0.releases.2801,0.releases.2801.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2803.parties.2.details.classifications.0,0.releases.2803,0.releases.2803.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2803.parties.5.details.classifications.0,0.releases.2803,0.releases.2803.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2803.parties.13.details.classifications.0,0.releases.2803,0.releases.2803.parties.13,0,WLB,WLB,Woman-Lead Business
0.releases.2808.parties.5.details.classifications.0,0.releases.2808,0.releases.2808.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2809.parties.1.details.classifications.0,0.releases.2809,0.releases.2809.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2812.parties.2.details.classifications.0,0.releases.2812,0.releases.2812.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2812.parties.3.details.classifications.0,0.releases.2812,0.releases.2812.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2812.parties.4.details.classifications.0,0.releases.2812,0.releases.2812.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2812.parties.6.details.classifications.0,0.releases.2812,0.releases.2812.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2812.parties.7.details.classifications.0,0.releases.2812,0.releases.2812.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2812.parties.8.details.classifications.0,0.releases.2812,0.releases.2812.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2812.parties.9.details.classifications.0,0.releases.2812,0.releases.2812.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2812.parties.12.details.classifications.0,0.releases.2812,0.releases.2812.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.2815.parties.2.details.classifications.0,0.releases.2815,0.releases.2815.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2820.parties.4.details.classifications.0,0.releases.2820,0.releases.2820.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2821.parties.2.details.classifications.0,0.releases.2821,0.releases.2821.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2821.parties.3.details.classifications.0,0.releases.2821,0.releases.2821.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2821.parties.4.details.classifications.0,0.releases.2821,0.releases.2821.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2831.parties.5.details.classifications.0,0.releases.2831,0.releases.2831.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2831.parties.6.details.classifications.0,0.releases.2831,0.releases.2831.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2831.parties.7.details.classifications.0,0.releases.2831,0.releases.2831.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2831.parties.9.details.classifications.0,0.releases.2831,0.releases.2831.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2832.parties.5.details.classifications.0,0.releases.2832,0.releases.2832.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2832.parties.6.details.classifications.0,0.releases.2832,0.releases.2832.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2832.parties.7.details.classifications.0,0.releases.2832,0.releases.2832.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2832.parties.9.details.classifications.0,0.releases.2832,0.releases.2832.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2835.parties.5.details.classifications.0,0.releases.2835,0.releases.2835.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2835.parties.9.details.classifications.0,0.releases.2835,0.releases.2835.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2836.parties.5.details.classifications.0,0.releases.2836,0.releases.2836.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2836.parties.6.details.classifications.0,0.releases.2836,0.releases.2836.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2836.parties.7.details.classifications.0,0.releases.2836,0.releases.2836.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2836.parties.9.details.classifications.0,0.releases.2836,0.releases.2836.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2837.parties.5.details.classifications.0,0.releases.2837,0.releases.2837.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2837.parties.6.details.classifications.0,0.releases.2837,0.releases.2837.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2837.parties.7.details.classifications.0,0.releases.2837,0.releases.2837.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2837.parties.9.details.classifications.0,0.releases.2837,0.releases.2837.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2838.parties.6.details.classifications.0,0.releases.2838,0.releases.2838.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2838.parties.7.details.classifications.0,0.releases.2838,0.releases.2838.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2838.parties.8.details.classifications.0,0.releases.2838,0.releases.2838.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2838.parties.11.details.classifications.0,0.releases.2838,0.releases.2838.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2838.parties.12.details.classifications.0,0.releases.2838,0.releases.2838.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.2838.parties.18.details.classifications.0,0.releases.2838,0.releases.2838.parties.18,0,WLB,WLB,Woman-Lead Business
0.releases.2840.parties.4.details.classifications.0,0.releases.2840,0.releases.2840.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2840.parties.9.details.classifications.0,0.releases.2840,0.releases.2840.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2845.parties.2.details.classifications.0,0.releases.2845,0.releases.2845.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2847.parties.3.details.classifications.0,0.releases.2847,0.releases.2847.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2847.parties.7.details.classifications.0,0.releases.2847,0.releases.2847.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2847.parties.9.details.classifications.0,0.releases.2847,0.releases.2847.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2848.parties.3.details.classifications.0,0.releases.2848,0.releases.2848.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2848.parties.5.details.classifications.0,0.releases.2848,0.releases.2848.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2851.parties.1.details.classifications.0,0.releases.2851,0.releases.2851.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2851.parties.7.details.classifications.0,0.releases.2851,0.releases.2851.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2854.parties.1.details.classifications.0,0.releases.2854,0.releases.2854.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2858.parties.1.details.classifications.0,0.releases.2858,0.releases.2858.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2858.parties.2.details.classifications.0,0.releases.2858,0.releases.2858.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2858.parties.4.details.classifications.0,0.releases.2858,0.releases.2858.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2858.parties.6.details.classifications.0,0.releases.2858,0.releases.2858.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2863.parties.7.details.classifications.0,0.releases.2863,0.releases.2863.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2864.parties.7.details.classifications.0,0.releases.2864,0.releases.2864.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2866.parties.3.details.classifications.0,0.releases.2866,0.releases.2866.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2867.parties.7.details.classifications.0,0.releases.2867,0.releases.2867.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2871.parties.15.details.classifications.0,0.releases.2871,0.releases.2871.parties.15,0,WLB,WLB,Woman-Lead Business
0.releases.2873.parties.7.details.classifications.0,0.releases.2873,0.releases.2873.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2876.parties.1.details.classifications.0,0.releases.2876,0.releases.2876.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2877.parties.3.details.classifications.0,0.releases.2877,0.releases.2877.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2877.parties.4.details.classifications.0,0.releases.2877,0.releases.2877.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2877.parties.6.details.classifications.0,0.releases.2877,0.releases.2877.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2877.parties.8.details.classifications.0,0.releases.2877,0.releases.2877.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2878.parties.7.details.classifications.0,0.releases.2878,0.releases.2878.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2880.parties.1.details.classifications.0,0.releases.2880,0.releases.2880.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2880.parties.4.details.classifications.0,0.releases.2880,0.releases.2880.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2882.parties.6.details.classifications.0,0.releases.2882,0.releases.2882.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2884.parties.7.details.classifications.0,0.releases.2884,0.releases.2884.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2885.parties.2.details.classifications.0,0.releases.2885,0.releases.2885.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2887.parties.2.details.classifications.0,0.releases.2887,0.releases.2887.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2887.parties.4.details.classifications.0,0.releases.2887,0.releases.2887.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2890.parties.3.details.classifications.0,0.releases.2890,0.releases.2890.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2890.parties.4.details.classifications.0,0.releases.2890,0.releases.2890.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2891.parties.7.details.classifications.0,0.releases.2891,0.releases.2891.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2892.parties.3.details.classifications.0,0.releases.2892,0.releases.2892.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2892.parties.8.details.classifications.0,0.releases.2892,0.releases.2892.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2893.parties.7.details.classifications.0,0.releases.2893,0.releases.2893.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2894.parties.7.details.classifications.0,0.releases.2894,0.releases.2894.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2895.parties.7.details.classifications.0,0.releases.2895,0.releases.2895.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2896.parties.7.details.classifications.0,0.releases.2896,0.releases.2896.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2899.parties.7.details.classifications.0,0.releases.2899,0.releases.2899.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2900.parties.7.details.classifications.0,0.releases.2900,0.releases.2900.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2901.parties.7.details.classifications.0,0.releases.2901,0.releases.2901.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2902.parties.7.details.classifications.0,0.releases.2902,0.releases.2902.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2903.parties.7.details.classifications.0,0.releases.2903,0.releases.2903.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2904.parties.7.details.classifications.0,0.releases.2904,0.releases.2904.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2907.parties.2.details.classifications.0,0.releases.2907,0.releases.2907.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2912.parties.7.details.classifications.0,0.releases.2912,0.releases.2912.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2913.parties.7.details.classifications.0,0.releases.2913,0.releases.2913.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2915.parties.7.details.classifications.0,0.releases.2915,0.releases.2915.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2916.parties.6.details.classifications.0,0.releases.2916,0.releases.2916.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2916.parties.7.details.classifications.0,0.releases.2916,0.releases.2916.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2916.parties.8.details.classifications.0,0.releases.2916,0.releases.2916.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2916.parties.11.details.classifications.0,0.releases.2916,0.releases.2916.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.2916.parties.12.details.classifications.0,0.releases.2916,0.releases.2916.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.2916.parties.18.details.classifications.0,0.releases.2916,0.releases.2916.parties.18,0,WLB,WLB,Woman-Lead Business
0.releases.2918.parties.2.details.classifications.0,0.releases.2918,0.releases.2918.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2920.parties.1.details.classifications.0,0.releases.2920,0.releases.2920.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2922.parties.1.details.classifications.0,0.releases.2922,0.releases.2922.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2922.parties.2.details.classifications.0,0.releases.2922,0.releases.2922.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2922.parties.4.details.classifications.0,0.releases.2922,0.releases.2922.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2922.parties.5.details.classifications.0,0.releases.2922,0.releases.2922.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2923.parties.1.details.classifications.0,0.releases.2923,0.releases.2923.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2923.parties.4.details.classifications.0,0.releases.2923,0.releases.2923.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.2924.parties.1.details.classifications.0,0.releases.2924,0.releases.2924.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2924.parties.5.details.classifications.0,0.releases.2924,0.releases.2924.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2924.parties.6.details.classifications.0,0.releases.2924,0.releases.2924.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2924.parties.9.details.classifications.0,0.releases.2924,0.releases.2924.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.2925.parties.2.details.classifications.0,0.releases.2925,0.releases.2925.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2925.parties.3.details.classifications.0,0.releases.2925,0.releases.2925.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.2925.parties.5.details.classifications.0,0.releases.2925,0.releases.2925.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2925.parties.6.details.classifications.0,0.releases.2925,0.releases.2925.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2925.parties.7.details.classifications.0,0.releases.2925,0.releases.2925.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.2926.parties.1.details.classifications.0,0.releases.2926,0.releases.2926.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.2926.parties.2.details.classifications.0,0.releases.2926,0.releases.2926.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.2930.parties.5.details.classifications.0,0.releases.2930,0.releases.2930.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.2930.parties.6.details.classifications.0,0.releases.2930,0.releases.2930.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.2930.parties.8.details.classifications.0,0.releases.2930,0.releases.2930.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.2930.parties.13.details.classifications.0,0.releases.2930,0.releases.2930.parties.13,0,WLB,WLB,Woman-Lead Business
0.releases.2930.parties.15.details.classifications.0,0.releases.2930,0.releases.2930.parties.15,0,WLB,WLB,Woman-Lead Business
0.releases.2930.parties.16.details.classifications.0,0.releases.2930,0.releases.2930.parties.16,0,WLB,WLB,Woman-Lead Business
