_link,_link_releases,_link_releases_contracts,_link_main,id,description,quantity,classification_scheme,classification_id,classification_description,unit_id,unit_name,unit_value_amount,unit_value_currency
0.releases.1506.contracts.0.items.97,0.releases.1506,0.releases.1506.contracts.0,0,0ebf40ec-01b2-4ac8-bddb-886facd7fa24,Mens shoes,1,UNSPSC,53111601,Mens shoes,10035701,"Mens shoes,Basketball Shoes(pairs)",165200,RWF
0.releases.1506.contracts.0.items.98,0.releases.1506,0.releases.1506.contracts.0,0,ac0d711f-bca4-429e-984b-6bd8c2f05a0c,Mens shoes,1,UNSPSC,53111601,Mens shoes,10035700,"Mens shoes,Football Shoes (pairs)",165200,RWF
0.releases.1506.contracts.0.items.99,0.releases.1506,0.releases.1506.contracts.0,0,56bec1dd-d2f4-4f84-9edc-d8754fae5578,Mens shoes,1,UNSPSC,53111601,Mens shoes,10035700,"Mens shoes,Football Shoes (pairs)",165200,RWF
0.releases.1506.contracts.0.items.100,0.releases.1506,0.releases.1506.contracts.0,0,88ee5ad8-59da-42bf-8158-d9c899061d7c,Mens shoes,1,UNSPSC,53111601,Mens shoes,10035700,"Mens shoes,Football Shoes (pairs)",165200,RWF
0.releases.1506.contracts.0.items.101,0.releases.1506,0.releases.1506.contracts.0,0,f941913e-baaa-4bb7-bb06-76859aeb70af,Mens shoes,1,UNSPSC,53111601,Mens shoes,10035698,"Mens shoes,Volleyball Shoes(pairs)",165200,RWF
0.releases.1506.contracts.0.items.102,0.releases.1506,0.releases.1506.contracts.0,0,4b8eb7ef-5f60-40a7-a8ce-0265dd6373a7,Directional signs,1,UNSPSC,55121712,Directional signs,10035693,"Directional signs,Small corners",11800,RWF
0.releases.1506.contracts.0.items.103,0.releases.1506,0.releases.1506.contracts.0,0,7056c47d-ecec-4128-b646-cf341004cbe0,Directional signs,1,UNSPSC,55121712,Directional signs,10035693,"Directional signs,Small corners",11800,RWF
0.releases.1506.contracts.0.items.104,0.releases.1506,0.releases.1506.contracts.0,0,87280c48-c010-40fa-97ea-84c4931d7717,Directional signs,1,UNSPSC,55121712,Directional signs,10035693,"Directional signs,Small corners",11800,RWF
0.releases.1506.contracts.0.items.105,0.releases.1506,0.releases.1506.contracts.0,0,fa3e5951-ef66-4aa5-87ce-a1a4bf298ec7,Directional signs,1,UNSPSC,55121712,Directional signs,10035665,"Directional signs,Big corners",14160,RWF
0.releases.1506.contracts.0.items.106,0.releases.1506,0.releases.1506.contracts.0,0,afabe9a7-734c-470e-b3c8-4a41e8789a75,Directional signs,1,UNSPSC,55121712,Directional signs,10035665,"Directional signs,Big corners",14160,RWF
0.releases.1506.contracts.0.items.107,0.releases.1506,0.releases.1506.contracts.0,0,13f6b55e-2b26-4095-8a9d-e2319aa76022,Directional signs,1,UNSPSC,55121712,Directional signs,10035665,"Directional signs,Big corners",14160,RWF
0.releases.1506.contracts.0.items.108,0.releases.1506,0.releases.1506.contracts.0,0,b5033436-ad35-41ca-abcb-06e911d2dd1d,Whistle,1,UNSPSC,60131105,Whistle,10133103,"Whistle,Whistles",5900,RWF
0.releases.1506.contracts.0.items.109,0.releases.1506,0.releases.1506.contracts.0,0,ad07678c-e409-475e-835a-1ea9ba8a9528,Whistle,1,UNSPSC,60131105,Whistle,10133103,"Whistle,Whistles",5900,RWF
0.releases.1506.contracts.0.items.110,0.releases.1506,0.releases.1506.contracts.0,0,6533c422-d53d-495d-8545-7698bf4f4e1d,Whistle,1,UNSPSC,60131105,Whistle,10133103,"Whistle,Whistles",5900,RWF
0.releases.1506.contracts.0.items.111,0.releases.1506,0.releases.1506.contracts.0,0,6d54ffd7-32f3-4b03-8077-6e99820dcff6,Sport nets or netting,1,UNSPSC,49221505,Sport nets or netting,10302584,"Sport nets or netting,Volleyball Net: Antenna",53100,RWF
0.releases.1506.contracts.0.items.112,0.releases.1506,0.releases.1506.contracts.0,0,02ddf9b7-b005-49c1-b6fb-08066545263f,Sport nets or netting,1,UNSPSC,49221505,Sport nets or netting,10302584,"Sport nets or netting,Volleyball Net: Antenna",53100,RWF
0.releases.1506.contracts.0.items.113,0.releases.1506,0.releases.1506.contracts.0,0,f741f3cb-2a40-4bd8-8394-ef689f2bca87,Sport nets or netting,1,UNSPSC,49221505,Sport nets or netting,10302584,"Sport nets or netting,Volleyball Net: Antenna",53100,RWF
0.releases.1506.contracts.0.items.114,0.releases.1506,0.releases.1506.contracts.0,0,ffebed2c-c307-4edb-8e37-bfe1cb3bc62d,Tights,1,UNSPSC,53102404,Tights,10302585,"Tights,Uniform for Staff for matches (Polo and Trousers)",99769,RWF
0.releases.1506.contracts.0.items.115,0.releases.1506,0.releases.1506.contracts.0,0,3991b292-ee0c-4eb5-aadb-75343dee78b6,Tights,1,UNSPSC,53102404,Tights,10302585,"Tights,Uniform for Staff for matches (Polo and Trousers)",99769,RWF
0.releases.1506.contracts.0.items.116,0.releases.1506,0.releases.1506.contracts.0,0,f28dff5c-86b3-4fff-80b7-b3c40477f7f3,Tights,1,UNSPSC,53102404,Tights,10302585,"Tights,Uniform for Staff for matches (Polo and Trousers)",99769,RWF
0.releases.1506.contracts.0.items.117,0.releases.1506,0.releases.1506.contracts.0,0,8c929518-250b-4461-bebb-31d3c88e5f5f,Mens shoes,1,UNSPSC,53111601,Mens shoes,10302586,"Mens shoes,Sandales",20060,RWF
0.releases.1506.contracts.0.items.118,0.releases.1506,0.releases.1506.contracts.0,0,d5a66a3b-65f0-47d2-b60a-b36ad48d15af,Mens shoes,1,UNSPSC,53111601,Mens shoes,10302586,"Mens shoes,Sandales",20060,RWF
0.releases.1506.contracts.0.items.119,0.releases.1506,0.releases.1506.contracts.0,0,8ae6d529-a4d6-4124-a31c-502bdd8d815e,Mens shoes,1,UNSPSC,53111601,Mens shoes,10302586,"Mens shoes,Sandales",20060,RWF
0.releases.1506.contracts.0.items.120,0.releases.1506,0.releases.1506.contracts.0,0,83ca8f52-ec1d-4df6-b269-913973fd0a46,Tights,1,UNSPSC,53102404,Tights,10302587,"Tights,Caps for player & technical staff",12980,RWF
0.releases.1506.contracts.0.items.121,0.releases.1506,0.releases.1506.contracts.0,0,d913bc36-aefc-4d2c-81c4-cf8b6f6dd0bf,Tights,1,UNSPSC,53102404,Tights,10302587,"Tights,Caps for player & technical staff",12980,RWF
0.releases.1506.contracts.0.items.122,0.releases.1506,0.releases.1506.contracts.0,0,90fb519c-9224-4ec9-ae89-698e9b6e87a1,Tights,1,UNSPSC,53102404,Tights,10302587,"Tights,Caps for player & technical staff",12980,RWF
0.releases.1506.contracts.0.items.123,0.releases.1506,0.releases.1506.contracts.0,0,1df3e54e-8e56-4820-a21a-277e0529863c,Sports equipment bags(CARRY BAG (Jerseys)),1,UNSPSC,49221511,Sports equipment bags(CARRY BAG (Jerseys)),10302588,"Sports equipment bags(CARRY BAG (Jerseys)),Medical bags",123900,RWF
0.releases.1506.contracts.0.items.124,0.releases.1506,0.releases.1506.contracts.0,0,2e91b1d1-e887-417d-9eaf-18dcb09ec5a0,Sports equipment bags(CARRY BAG (Jerseys)),1,UNSPSC,49221511,Sports equipment bags(CARRY BAG (Jerseys)),10302588,"Sports equipment bags(CARRY BAG (Jerseys)),Medical bags",123900,RWF
0.releases.1506.contracts.0.items.125,0.releases.1506,0.releases.1506.contracts.0,0,bdaa3f76-a79b-47bf-8a5d-dfa37286c5ba,Sports equipment bags(CARRY BAG (Jerseys)),1,UNSPSC,49221511,Sports equipment bags(CARRY BAG (Jerseys)),10302588,"Sports equipment bags(CARRY BAG (Jerseys)),Medical bags",123900,RWF
0.releases.1506.contracts.0.items.126,0.releases.1506,0.releases.1506.contracts.0,0,6c241eb5-4cf6-4014-887d-64d6d9d25b65,Sports equipment bags(CARRY BAG (Jerseys)),1,UNSPSC,49221511,Sports equipment bags(CARRY BAG (Jerseys)),10302589,"Sports equipment bags(CARRY BAG (Jerseys)),Bag for sports equipment",114460,RWF
0.releases.1506.contracts.0.items.127,0.releases.1506,0.releases.1506.contracts.0,0,d233a6ff-e2d1-4ab3-bbd0-6302489c7b49,Sports equipment bags(CARRY BAG (Jerseys)),1,UNSPSC,49221511,Sports equipment bags(CARRY BAG (Jerseys)),10302589,"Sports equipment bags(CARRY BAG (Jerseys)),Bag for sports equipment",114460,RWF
0.releases.1506.contracts.0.items.128,0.releases.1506,0.releases.1506.contracts.0,0,7a0d7206-d437-4e4d-a852-2917c0238a98,Sports equipment bags(CARRY BAG (Jerseys)),1,UNSPSC,49221511,Sports equipment bags(CARRY BAG (Jerseys)),10302589,"Sports equipment bags(CARRY BAG (Jerseys)),Bag for sports equipment",114460,RWF
0.releases.1506.contracts.0.items.129,0.releases.1506,0.releases.1506.contracts.0,0,ed3e9ee6-e5bf-4da6-adfe-457b73cff9e1,Tights,1,UNSPSC,53102404,Tights,10302590,"Tights,Tight/ Collant shorts for players",36580,RWF
0.releases.1506.contracts.0.items.130,0.releases.1506,0.releases.1506.contracts.0,0,c3dd604d-11e8-4036-bd65-e23f7a57127e,Tights,1,UNSPSC,53102404,Tights,10302590,"Tights,Tight/ Collant shorts for players",36580,RWF
0.releases.1506.contracts.0.items.131,0.releases.1506,0.releases.1506.contracts.0,0,07681e1a-cdb4-4dae-b434-28e647d014e1,Tights,1,UNSPSC,53102404,Tights,10302590,"Tights,Tight/ Collant shorts for players",36580,RWF
0.releases.1515.contracts.0.items.0,0.releases.1515,0.releases.1515.contracts.0,0,a7916bda-88ba-4a01-a118-6b68f0bed008,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136917,"Vehicle transport services, Jeep category 1, Vehicle rent per day jeep cat 1,Engine Power: Vehicle with 8 cylinders or above (V8 and plus)",165200,RWF
0.releases.1515.contracts.0.items.1,0.releases.1515,0.releases.1515.contracts.0,0,743d0249-8d01-4f50-af5e-e3d6d2b4ee8e,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136917,"Vehicle transport services, Jeep category 1, Vehicle rent per day jeep cat 1,Engine Power: Vehicle with 8 cylinders or above (V8 and plus)",165200,RWF
0.releases.1515.contracts.0.items.2,0.releases.1515,0.releases.1515.contracts.0,0,02199580-761a-4bcc-9688-59bd46bac248,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136917,"Vehicle transport services, Jeep category 1, Vehicle rent per day jeep cat 1,Engine Power: Vehicle with 8 cylinders or above (V8 and plus)",165200,RWF
0.releases.1515.contracts.0.items.3,0.releases.1515,0.releases.1515.contracts.0,0,f187cea3-5416-4182-a17f-cc8f11d234fb,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136917,"Vehicle transport services, Jeep category 1, Vehicle rent per day jeep cat 1,Engine Power: Vehicle with 8 cylinders or above (V8 and plus)",165200,RWF
0.releases.1515.contracts.0.items.4,0.releases.1515,0.releases.1515.contracts.0,0,c48bcff7-bbe0-4699-9d85-248cc4de683f,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136917,"Vehicle transport services, Jeep category 1, Vehicle rent per day jeep cat 1,Engine Power: Vehicle with 8 cylinders or above (V8 and plus)",165200,RWF
0.releases.1515.contracts.0.items.5,0.releases.1515,0.releases.1515.contracts.0,0,9afdd1e2-986f-4e48-adf4-d5c4dfd9bd72,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136917,"Vehicle transport services, Jeep category 1, Vehicle rent per day jeep cat 1,Engine Power: Vehicle with 8 cylinders or above (V8 and plus)",165200,RWF
0.releases.1515.contracts.0.items.6,0.releases.1515,0.releases.1515.contracts.0,0,0a210512-de68-4351-9e14-02d83217ae07,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136917,"Vehicle transport services, Jeep category 1, Vehicle rent per day jeep cat 1,Engine Power: Vehicle with 8 cylinders or above (V8 and plus)",165200,RWF
0.releases.1515.contracts.0.items.7,0.releases.1515,0.releases.1515.contracts.0,0,2fe251f9-358a-4916-822b-e9c7846a0c30,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136917,"Vehicle transport services, Jeep category 1, Vehicle rent per day jeep cat 1,Engine Power: Vehicle with 8 cylinders or above (V8 and plus)",165200,RWF
0.releases.1515.contracts.0.items.8,0.releases.1515,0.releases.1515.contracts.0,0,2895e1ef-1f7c-4f1e-9569-7312795807a0,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136917,"Vehicle transport services, Jeep category 1, Vehicle rent per day jeep cat 1,Engine Power: Vehicle with 8 cylinders or above (V8 and plus)",165200,RWF
0.releases.1515.contracts.0.items.9,0.releases.1515,0.releases.1515.contracts.0,0,d1e9b33e-2879-4998-9c85-470e0696f73f,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136917,"Vehicle transport services, Jeep category 1, Vehicle rent per day jeep cat 1,Engine Power: Vehicle with 8 cylinders or above (V8 and plus)",165200,RWF
0.releases.1515.contracts.0.items.10,0.releases.1515,0.releases.1515.contracts.0,0,d7ad7146-fbbe-423f-b51e-78d0ca7dcea2,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136915,"Vehicle transport services, jeep category 2, Vehicle rent per day cat 2, Engine Power: Vehicle with 6 cylinders or Turbo engine (V6 and plus)",141600,RWF
0.releases.1515.contracts.0.items.11,0.releases.1515,0.releases.1515.contracts.0,0,c127e5c4-fdeb-4f76-9b13-f30036dd8be5,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136915,"Vehicle transport services, jeep category 2, Vehicle rent per day cat 2, Engine Power: Vehicle with 6 cylinders or Turbo engine (V6 and plus)",141600,RWF
0.releases.1515.contracts.0.items.12,0.releases.1515,0.releases.1515.contracts.0,0,28e58e36-1145-4fb4-8f6d-8450f449294d,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136915,"Vehicle transport services, jeep category 2, Vehicle rent per day cat 2, Engine Power: Vehicle with 6 cylinders or Turbo engine (V6 and plus)",141600,RWF
0.releases.1515.contracts.0.items.13,0.releases.1515,0.releases.1515.contracts.0,0,07f1ebf6-d6b8-497d-8c21-9e8caa33d015,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136915,"Vehicle transport services, jeep category 2, Vehicle rent per day cat 2, Engine Power: Vehicle with 6 cylinders or Turbo engine (V6 and plus)",141600,RWF
0.releases.1515.contracts.0.items.14,0.releases.1515,0.releases.1515.contracts.0,0,098f6983-b144-487a-9906-b48967f512a3,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136915,"Vehicle transport services, jeep category 2, Vehicle rent per day cat 2, Engine Power: Vehicle with 6 cylinders or Turbo engine (V6 and plus)",141600,RWF
0.releases.1515.contracts.0.items.15,0.releases.1515,0.releases.1515.contracts.0,0,82915e99-c1af-41c5-85c1-e3f008603b82,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136915,"Vehicle transport services, jeep category 2, Vehicle rent per day cat 2, Engine Power: Vehicle with 6 cylinders or Turbo engine (V6 and plus)",141600,RWF
0.releases.1515.contracts.0.items.16,0.releases.1515,0.releases.1515.contracts.0,0,3d6b5c5e-f18a-4ef3-84fe-cbf485d022b5,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136915,"Vehicle transport services, jeep category 2, Vehicle rent per day cat 2, Engine Power: Vehicle with 6 cylinders or Turbo engine (V6 and plus)",141600,RWF
0.releases.1515.contracts.0.items.17,0.releases.1515,0.releases.1515.contracts.0,0,8b3050af-04b1-4e14-a601-da8648c9bfa1,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136915,"Vehicle transport services, jeep category 2, Vehicle rent per day cat 2, Engine Power: Vehicle with 6 cylinders or Turbo engine (V6 and plus)",141600,RWF
0.releases.1515.contracts.0.items.18,0.releases.1515,0.releases.1515.contracts.0,0,1428ce77-9ef9-484f-92af-ee0a2bbd7917,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136915,"Vehicle transport services, jeep category 2, Vehicle rent per day cat 2, Engine Power: Vehicle with 6 cylinders or Turbo engine (V6 and plus)",141600,RWF
0.releases.1515.contracts.0.items.19,0.releases.1515,0.releases.1515.contracts.0,0,c76ad000-14b0-4ab1-ada0-b8bca02e8ddb,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136915,"Vehicle transport services, jeep category 2, Vehicle rent per day cat 2, Engine Power: Vehicle with 6 cylinders or Turbo engine (V6 and plus)",141600,RWF
0.releases.1515.contracts.0.items.20,0.releases.1515,0.releases.1515.contracts.0,0,4d2c23d1-fc34-4d50-8cca-1fa4d4b5db68,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136914,"Vehicle transport services, Jeep category 3, Vehicle rent per day cat 3, Engine Power: Vehicle with 5or 6 cylinders",123900,RWF
0.releases.1515.contracts.0.items.21,0.releases.1515,0.releases.1515.contracts.0,0,9249b5d8-d020-4e57-a0df-aa887d791f56,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136914,"Vehicle transport services, Jeep category 3, Vehicle rent per day cat 3, Engine Power: Vehicle with 5or 6 cylinders",123900,RWF
0.releases.1515.contracts.0.items.22,0.releases.1515,0.releases.1515.contracts.0,0,ad11440a-92e3-469c-93e1-c59c3047296d,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136914,"Vehicle transport services, Jeep category 3, Vehicle rent per day cat 3, Engine Power: Vehicle with 5or 6 cylinders",123900,RWF
0.releases.1515.contracts.0.items.23,0.releases.1515,0.releases.1515.contracts.0,0,69baf644-a2af-4564-8d6d-b53df9d8bb6b,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136914,"Vehicle transport services, Jeep category 3, Vehicle rent per day cat 3, Engine Power: Vehicle with 5or 6 cylinders",123900,RWF
0.releases.1515.contracts.0.items.24,0.releases.1515,0.releases.1515.contracts.0,0,0968cb1b-1033-4259-b434-42ac9e134a87,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136914,"Vehicle transport services, Jeep category 3, Vehicle rent per day cat 3, Engine Power: Vehicle with 5or 6 cylinders",123900,RWF
0.releases.1515.contracts.0.items.25,0.releases.1515,0.releases.1515.contracts.0,0,636002ca-e8d9-4dc2-b270-88c26fafd1b7,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136914,"Vehicle transport services, Jeep category 3, Vehicle rent per day cat 3, Engine Power: Vehicle with 5or 6 cylinders",123900,RWF
0.releases.1515.contracts.0.items.26,0.releases.1515,0.releases.1515.contracts.0,0,08db7e45-0ed2-499c-9a3b-091ae908de71,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136914,"Vehicle transport services, Jeep category 3, Vehicle rent per day cat 3, Engine Power: Vehicle with 5or 6 cylinders",123900,RWF
0.releases.1515.contracts.0.items.27,0.releases.1515,0.releases.1515.contracts.0,0,fdd1fa40-0011-42fe-8141-c431ba0b7db8,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136914,"Vehicle transport services, Jeep category 3, Vehicle rent per day cat 3, Engine Power: Vehicle with 5or 6 cylinders",123900,RWF
0.releases.1515.contracts.0.items.28,0.releases.1515,0.releases.1515.contracts.0,0,59595b2a-3e8b-43dd-a570-9b5153c686e0,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136914,"Vehicle transport services, Jeep category 3, Vehicle rent per day cat 3, Engine Power: Vehicle with 5or 6 cylinders",123900,RWF
0.releases.1515.contracts.0.items.29,0.releases.1515,0.releases.1515.contracts.0,0,6fa8f263-08c2-47c7-87fc-fbd2164009a5,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136914,"Vehicle transport services, Jeep category 3, Vehicle rent per day cat 3, Engine Power: Vehicle with 5or 6 cylinders",123900,RWF
0.releases.1515.contracts.0.items.30,0.releases.1515,0.releases.1515.contracts.0,0,d3e194d2-4733-4d1b-b8fb-f1cadbd8c772,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136916,"Vehicle transport services, Jeep category 4, Vehicle rent per day cat 4, Engine Power: Vehicle with 4 cylinders or above",94400,RWF
0.releases.1515.contracts.0.items.31,0.releases.1515,0.releases.1515.contracts.0,0,d806eda4-ab3f-442b-8292-870beef406a3,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136916,"Vehicle transport services, Jeep category 4, Vehicle rent per day cat 4, Engine Power: Vehicle with 4 cylinders or above",94400,RWF
0.releases.1515.contracts.0.items.32,0.releases.1515,0.releases.1515.contracts.0,0,479cafaf-ddf5-465c-8291-0472ea424e93,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136916,"Vehicle transport services, Jeep category 4, Vehicle rent per day cat 4, Engine Power: Vehicle with 4 cylinders or above",94400,RWF
0.releases.1515.contracts.0.items.33,0.releases.1515,0.releases.1515.contracts.0,0,4e173def-fa3f-44ab-9be6-7e9706ffde94,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136916,"Vehicle transport services, Jeep category 4, Vehicle rent per day cat 4, Engine Power: Vehicle with 4 cylinders or above",94400,RWF
0.releases.1515.contracts.0.items.34,0.releases.1515,0.releases.1515.contracts.0,0,8dee6474-7aee-44ba-bbd3-d291eff008b1,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136916,"Vehicle transport services, Jeep category 4, Vehicle rent per day cat 4, Engine Power: Vehicle with 4 cylinders or above",94400,RWF
0.releases.1515.contracts.0.items.35,0.releases.1515,0.releases.1515.contracts.0,0,c99c6630-07a6-4a7b-a457-e6e1e0b934f6,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136916,"Vehicle transport services, Jeep category 4, Vehicle rent per day cat 4, Engine Power: Vehicle with 4 cylinders or above",94400,RWF
0.releases.1515.contracts.0.items.36,0.releases.1515,0.releases.1515.contracts.0,0,2b018f71-d38b-4aa1-8e13-07b62879cad1,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136916,"Vehicle transport services, Jeep category 4, Vehicle rent per day cat 4, Engine Power: Vehicle with 4 cylinders or above",94400,RWF
0.releases.1515.contracts.0.items.37,0.releases.1515,0.releases.1515.contracts.0,0,df230210-9c3a-4c28-b2de-a510bcd742f6,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136916,"Vehicle transport services, Jeep category 4, Vehicle rent per day cat 4, Engine Power: Vehicle with 4 cylinders or above",94400,RWF
0.releases.1515.contracts.0.items.38,0.releases.1515,0.releases.1515.contracts.0,0,a56d5392-1fe9-475d-b55e-2782c7841fd0,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136916,"Vehicle transport services, Jeep category 4, Vehicle rent per day cat 4, Engine Power: Vehicle with 4 cylinders or above",94400,RWF
0.releases.1515.contracts.0.items.39,0.releases.1515,0.releases.1515.contracts.0,0,672e4d5e-2ca6-4495-9a5a-18928c069322,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136916,"Vehicle transport services, Jeep category 4, Vehicle rent per day cat 4, Engine Power: Vehicle with 4 cylinders or above",94400,RWF
0.releases.1515.contracts.0.items.40,0.releases.1515,0.releases.1515.contracts.0,0,56dc7ce4-eab9-42d1-8114-188a637c629c,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136919,"Vehicle transport services, Pick up double cabin, Vehicle rent per day cat 5, Engine Power: Vehicle with 5 or 6 cylinders or above",123900,RWF
0.releases.1515.contracts.0.items.41,0.releases.1515,0.releases.1515.contracts.0,0,adcc8f81-be84-44ec-b60a-9a9297f54bda,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136919,"Vehicle transport services, Pick up double cabin, Vehicle rent per day cat 5, Engine Power: Vehicle with 5 or 6 cylinders or above",123900,RWF
0.releases.1515.contracts.0.items.42,0.releases.1515,0.releases.1515.contracts.0,0,f43e20f5-f9ce-4ccc-9d8c-8c408d962431,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136919,"Vehicle transport services, Pick up double cabin, Vehicle rent per day cat 5, Engine Power: Vehicle with 5 or 6 cylinders or above",123900,RWF
0.releases.1515.contracts.0.items.43,0.releases.1515,0.releases.1515.contracts.0,0,a8a6ae2f-efd0-47a6-9d97-bb29a492b659,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136919,"Vehicle transport services, Pick up double cabin, Vehicle rent per day cat 5, Engine Power: Vehicle with 5 or 6 cylinders or above",123900,RWF
0.releases.1515.contracts.0.items.44,0.releases.1515,0.releases.1515.contracts.0,0,5a76dda9-ee30-46cc-ab14-36eef52350c4,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136919,"Vehicle transport services, Pick up double cabin, Vehicle rent per day cat 5, Engine Power: Vehicle with 5 or 6 cylinders or above",123900,RWF
0.releases.1515.contracts.0.items.45,0.releases.1515,0.releases.1515.contracts.0,0,bbad8fc1-d12b-4589-99f9-4983f214da7a,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136919,"Vehicle transport services, Pick up double cabin, Vehicle rent per day cat 5, Engine Power: Vehicle with 5 or 6 cylinders or above",123900,RWF
0.releases.1515.contracts.0.items.46,0.releases.1515,0.releases.1515.contracts.0,0,d7caeed1-8bfe-4075-b61c-27be80d98ba6,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136919,"Vehicle transport services, Pick up double cabin, Vehicle rent per day cat 5, Engine Power: Vehicle with 5 or 6 cylinders or above",123900,RWF
0.releases.1515.contracts.0.items.47,0.releases.1515,0.releases.1515.contracts.0,0,54a0d029-2003-420b-8431-8b373d8444cc,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136919,"Vehicle transport services, Pick up double cabin, Vehicle rent per day cat 5, Engine Power: Vehicle with 5 or 6 cylinders or above",123900,RWF
0.releases.1515.contracts.0.items.48,0.releases.1515,0.releases.1515.contracts.0,0,93de1ce8-eddc-4c27-9c32-b605ef148134,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136919,"Vehicle transport services, Pick up double cabin, Vehicle rent per day cat 5, Engine Power: Vehicle with 5 or 6 cylinders or above",123900,RWF
0.releases.1515.contracts.0.items.49,0.releases.1515,0.releases.1515.contracts.0,0,dbc02b0c-5df1-4ca3-a609-bb82a0e80191,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136919,"Vehicle transport services, Pick up double cabin, Vehicle rent per day cat 5, Engine Power: Vehicle with 5 or 6 cylinders or above",123900,RWF
0.releases.1515.contracts.0.items.50,0.releases.1515,0.releases.1515.contracts.0,0,a917bdda-12bc-4e33-9a23-4c30987a94e7,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136925,"Vehicle transport services, voiture, Vehicle rent per day cat 6",70800,RWF
0.releases.1515.contracts.0.items.51,0.releases.1515,0.releases.1515.contracts.0,0,e355995d-ead8-46c0-b85a-309e36080e9e,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136925,"Vehicle transport services, voiture, Vehicle rent per day cat 6",70800,RWF
0.releases.1515.contracts.0.items.52,0.releases.1515,0.releases.1515.contracts.0,0,107141bb-72cc-41b9-80d2-8a7bdbb13d3e,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136925,"Vehicle transport services, voiture, Vehicle rent per day cat 6",70800,RWF
0.releases.1515.contracts.0.items.53,0.releases.1515,0.releases.1515.contracts.0,0,7bec7909-8d03-444b-ad67-db930a9f97bc,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136925,"Vehicle transport services, voiture, Vehicle rent per day cat 6",70800,RWF
0.releases.1515.contracts.0.items.54,0.releases.1515,0.releases.1515.contracts.0,0,d36411e4-b234-4073-b794-e51b1578aad4,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10136925,"Vehicle transport services, voiture, Vehicle rent per day cat 6",70800,RWF
