_link,_link_releases,_link_releases_contracts,_link_main,id,description,quantity,classification_scheme,classification_id,classification_description,unit_id,unit_name,unit_value_amount,unit_value_currency
0.releases.174.contracts.0.items.98,0.releases.174,0.releases.174.contracts.0,0,f43cb9c6-8273-441b-8a55-f7376fede01f,Tables,1,UNSPSC,56101519,Tables,10157562,"Tables,VIP table ",23600,RWF
0.releases.174.contracts.0.items.99,0.releases.174,0.releases.174.contracts.0,0,b259d58c-a4a2-4ea6-a072-a6be54bf6054,Tables,1,UNSPSC,56101519,Tables,10157562,"Tables,VIP table ",23600,RWF
0.releases.174.contracts.0.items.100,0.releases.174,0.releases.174.contracts.0,0,ccdc147c-c394-4f41-8f9e-2ab6149d4354,Tables,1,UNSPSC,56101519,Tables,10140528,"Tables, Cocktail table ",23600,RWF
0.releases.174.contracts.0.items.101,0.releases.174,0.releases.174.contracts.0,0,dd370ef1-62d1-4d44-ab7b-cfc74bae72a0,Tables,1,UNSPSC,56101519,Tables,10140528,"Tables, Cocktail table ",23600,RWF
0.releases.174.contracts.0.items.102,0.releases.174,0.releases.174.contracts.0,0,55302471-c7a8-4a5a-be74-db858c99dd9b,Tables,1,UNSPSC,56101519,Tables,10190589,"Tables,Big table for 12 persons",23600,RWF
0.releases.174.contracts.0.items.103,0.releases.174,0.releases.174.contracts.0,0,3903b2d9-6588-4f80-ae71-d3a6ade902ce,Tables,1,UNSPSC,56101519,Tables,10190589,"Tables,Big table for 12 persons",23600,RWF
0.releases.174.contracts.0.items.104,0.releases.174,0.releases.174.contracts.0,0,3634c894-223e-47a0-925d-a47a7db66f99,Tables,1,UNSPSC,56101519,Tables,10310903,"Tables,Plastic table",21240,RWF
0.releases.174.contracts.0.items.105,0.releases.174,0.releases.174.contracts.0,0,dcd2ff10-4c4f-4402-a7e3-f368cbe0294b,Tables,1,UNSPSC,56101519,Tables,10310903,"Tables,Plastic table",21240,RWF
0.releases.174.contracts.0.items.106,0.releases.174,0.releases.174.contracts.0,0,14b98bb9-4648-4ee7-917c-5ef122d2064b,Fresh cut bi color waxflower,1,UNSPSC,10317402,Fresh cut bi color waxflower,10190586,"Fresh cut bi color waxflower,Nice flowers (natural):  Funeral wreath (Couronne funeraire special)",70800,RWF
0.releases.174.contracts.0.items.107,0.releases.174,0.releases.174.contracts.0,0,044a9f62-645c-4428-9ac9-fd7e91b178af,Fresh cut bi color waxflower,1,UNSPSC,10317402,Fresh cut bi color waxflower,10190586,"Fresh cut bi color waxflower,Nice flowers (natural):  Funeral wreath (Couronne funeraire special)",70800,RWF
0.releases.174.contracts.0.items.108,0.releases.174,0.releases.174.contracts.0,0,7b547b5a-a7ae-49ba-9309-9451f19bb591,Fresh cut bi color waxflower,1,UNSPSC,10317402,Fresh cut bi color waxflower,10347621,"Fresh cut bi color waxflower,Nice flowers (natural): Funeral wreath (Couronne funeraire ordinaire)",59000,RWF
0.releases.174.contracts.0.items.109,0.releases.174,0.releases.174.contracts.0,0,c29294f0-06d5-4daf-b3de-000b1eb326fb,Fresh cut bi color waxflower,1,UNSPSC,10317402,Fresh cut bi color waxflower,10347621,"Fresh cut bi color waxflower,Nice flowers (natural): Funeral wreath (Couronne funeraire ordinaire)",59000,RWF
0.releases.174.contracts.0.items.110,0.releases.174,0.releases.174.contracts.0,0,9c39088f-58c7-47d7-ba3d-83657662aec9,Fresh cut bi color waxflower,1,UNSPSC,10317402,Fresh cut bi color waxflower,10190574,"Fresh cut bi color waxflower,Nice flowers (natural): Bouquet ceremonial",29500,RWF
0.releases.174.contracts.0.items.111,0.releases.174,0.releases.174.contracts.0,0,b517d9a2-cfaa-471b-8c2f-46ad0995abda,Fresh cut bi color waxflower,1,UNSPSC,10317402,Fresh cut bi color waxflower,10190574,"Fresh cut bi color waxflower,Nice flowers (natural): Bouquet ceremonial",29500,RWF
0.releases.174.contracts.0.items.112,0.releases.174,0.releases.174.contracts.0,0,54da422e-4703-4e93-9696-cfff36b340c3,Fresh cut bi color waxflower,1,UNSPSC,10317402,Fresh cut bi color waxflower,10190577,"Fresh cut bi color waxflower,Nice flowers (natural): Bouquet belge (isanzwe)",29500,RWF
0.releases.174.contracts.0.items.113,0.releases.174,0.releases.174.contracts.0,0,159cafea-83c2-4bf8-a6d4-7f1c7e98aa24,Fresh cut bi color waxflower,1,UNSPSC,10317402,Fresh cut bi color waxflower,10190577,"Fresh cut bi color waxflower,Nice flowers (natural): Bouquet belge (isanzwe)",29500,RWF
0.releases.174.contracts.0.items.114,0.releases.174,0.releases.174.contracts.0,0,88fdc9b4-74c1-4b91-9fc7-0a251bfea322,Tufted fabric other than carpet,1,UNSPSC,11162137,Tufted fabric other than carpet,10190512,"Tufted fabric other than carpet,Hiring Carpet: Carpet in VIP seats.     It will depend on the space and m2 needed (quote your unit price on m2)",4720,RWF
0.releases.174.contracts.0.items.115,0.releases.174,0.releases.174.contracts.0,0,066251e9-d262-47e8-bc38-a98c424f02ed,Tufted fabric other than carpet,1,UNSPSC,11162137,Tufted fabric other than carpet,10190512,"Tufted fabric other than carpet,Hiring Carpet: Carpet in VIP seats.     It will depend on the space and m2 needed (quote your unit price on m2)",4720,RWF
0.releases.174.contracts.0.items.116,0.releases.174,0.releases.174.contracts.0,0,d494db0e-3b4d-4fa2-b65d-ace2c2fbcc49,Place mats,1,UNSPSC,52121606,Place mats,10190509,"Place mats,Mats Big size of 3 x 2 m",28320,RWF
0.releases.174.contracts.0.items.117,0.releases.174,0.releases.174.contracts.0,0,bcc97896-d241-4f03-a167-91c1df49dd95,Place mats,1,UNSPSC,52121606,Place mats,10190509,"Place mats,Mats Big size of 3 x 2 m",28320,RWF
0.releases.174.contracts.0.items.118,0.releases.174,0.releases.174.contracts.0,0,9ac392f3-09ed-4e4a-a384-f1a67258de71,Wellhead surface flow or christmas trees,1,UNSPSC,20141007,Wellhead surface flow or christmas trees,10190475,"Wellhead surface flow or christmas trees,Christmas tree and decoration lights: Big",177000,RWF
0.releases.174.contracts.0.items.119,0.releases.174,0.releases.174.contracts.0,0,59a4e382-87b4-42e0-b356-da19819f8b33,Wellhead surface flow or christmas trees,1,UNSPSC,20141007,Wellhead surface flow or christmas trees,10190475,"Wellhead surface flow or christmas trees,Christmas tree and decoration lights: Big",177000,RWF
0.releases.174.contracts.0.items.120,0.releases.174,0.releases.174.contracts.0,0,5de6db56-d296-4973-ab04-8758e7010cd4,Wellhead surface flow or christmas trees,1,UNSPSC,20141007,Wellhead surface flow or christmas trees,10190507,"Wellhead surface flow or christmas trees,Christmas tree and decoration lights: Medium",141600,RWF
0.releases.174.contracts.0.items.121,0.releases.174,0.releases.174.contracts.0,0,b2384d15-16f1-41eb-a48d-a0c2afbbf7e9,Wellhead surface flow or christmas trees,1,UNSPSC,20141007,Wellhead surface flow or christmas trees,10190507,"Wellhead surface flow or christmas trees,Christmas tree and decoration lights: Medium",141600,RWF
0.releases.174.contracts.0.items.122,0.releases.174,0.releases.174.contracts.0,0,19917b20-d664-4f31-a5b2-69b4635ca86e,Wellhead surface flow or christmas trees,1,UNSPSC,20141007,Wellhead surface flow or christmas trees,10190506,"Wellhead surface flow or christmas trees,Christmas tree and decoration lights: small",59000,RWF
0.releases.174.contracts.0.items.123,0.releases.174,0.releases.174.contracts.0,0,8cbabf22-c38e-4fd5-a67f-b8d0748a8d46,Wellhead surface flow or christmas trees,1,UNSPSC,20141007,Wellhead surface flow or christmas trees,10190506,"Wellhead surface flow or christmas trees,Christmas tree and decoration lights: small",59000,RWF
0.releases.174.contracts.0.items.124,0.releases.174,0.releases.174.contracts.0,0,18454fc9-76c7-4bcd-a115-4c029276f7e5,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10190504,"Light trucks or sport utility vehicles,Sound system for 100 persons (with generator)",177000,RWF
0.releases.174.contracts.0.items.125,0.releases.174,0.releases.174.contracts.0,0,63dcb089-6b4d-46f2-b46f-256d03ae9888,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10190504,"Light trucks or sport utility vehicles,Sound system for 100 persons (with generator)",177000,RWF
0.releases.174.contracts.0.items.126,0.releases.174,0.releases.174.contracts.0,0,005fda2e-da55-4ee5-8db4-5020c76008fd,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10190503,"Light trucks or sport utility vehicles,Sound system for 100 persons (without generator)",177000,RWF
0.releases.174.contracts.0.items.127,0.releases.174,0.releases.174.contracts.0,0,5261fc0b-0a48-4bab-aa76-71f13a13bc81,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10190503,"Light trucks or sport utility vehicles,Sound system for 100 persons (without generator)",177000,RWF
0.releases.174.contracts.0.items.128,0.releases.174,0.releases.174.contracts.0,0,c0204d2c-af07-45de-9569-808c1ca84dd9,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10190501,"Light trucks or sport utility vehicles,Sound system for 100 –500 persons (with generator)",177000,RWF
0.releases.174.contracts.0.items.129,0.releases.174,0.releases.174.contracts.0,0,480b99e4-703c-49d5-9453-c0e2e8edd6ea,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10190501,"Light trucks or sport utility vehicles,Sound system for 100 –500 persons (with generator)",177000,RWF
0.releases.174.contracts.0.items.130,0.releases.174,0.releases.174.contracts.0,0,d5d66fe6-9872-4d19-ad90-5214ad581218,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10190485,"Light trucks or sport utility vehicles,Sound system for 100 –500 persons (without generator)",177000,RWF
0.releases.174.contracts.0.items.131,0.releases.174,0.releases.174.contracts.0,0,4fe51117-7894-43e9-a5bf-8e8c32c2c404,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10190485,"Light trucks or sport utility vehicles,Sound system for 100 –500 persons (without generator)",177000,RWF
0.releases.174.contracts.0.items.132,0.releases.174,0.releases.174.contracts.0,0,ee39ba0d-58dc-4457-b19e-b4d593e9feda,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10190480,"Light trucks or sport utility vehicles,Sound system for 500 – 1,000 persons (with generator)",177000,RWF
0.releases.174.contracts.0.items.133,0.releases.174,0.releases.174.contracts.0,0,224328a3-ae0f-402f-89e0-9329321dea8e,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10190480,"Light trucks or sport utility vehicles,Sound system for 500 – 1,000 persons (with generator)",177000,RWF
0.releases.174.contracts.0.items.134,0.releases.174,0.releases.174.contracts.0,0,6e239440-359e-4925-8e36-94f23a1c4034,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10190478,"Light trucks or sport utility vehicles,Sound system for 500 – 1,000 persons (without generator)",177000,RWF
0.releases.174.contracts.0.items.135,0.releases.174,0.releases.174.contracts.0,0,5cde0a19-67fa-4409-9d80-a2a191849265,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10190478,"Light trucks or sport utility vehicles,Sound system for 500 – 1,000 persons (without generator)",177000,RWF
0.releases.174.contracts.0.items.136,0.releases.174,0.releases.174.contracts.0,0,371ad08f-3d1b-49f4-9b0a-b577bc7d4989,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10347623,"Light trucks or sport utility vehicles,Sound system for 1,000 and above Note: on site in case there is no electricity): the service provider should avail a functional generator filled with its fuel.    ",295000,RWF
0.releases.174.contracts.0.items.137,0.releases.174,0.releases.174.contracts.0,0,95239abb-4b91-4515-96a8-8ab1f507f447,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10347623,"Light trucks or sport utility vehicles,Sound system for 1,000 and above Note: on site in case there is no electricity): the service provider should avail a functional generator filled with its fuel.    ",295000,RWF
0.releases.174.contracts.0.items.138,0.releases.174,0.releases.174.contracts.0,0,12ad5c99-09f2-434f-8c7f-cb8e554d8530,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10347624,"Light trucks or sport utility vehicles,Wireless Microphone System for Theatre stage / Performance",5900,RWF
0.releases.174.contracts.0.items.139,0.releases.174,0.releases.174.contracts.0,0,0126b145-9952-400c-b704-af284e61f3da,Light trucks or sport utility vehicles,1,UNSPSC,25101507,Light trucks or sport utility vehicles,10347624,"Light trucks or sport utility vehicles,Wireless Microphone System for Theatre stage / Performance",5900,RWF
0.releases.174.contracts.0.items.140,0.releases.174,0.releases.174.contracts.0,0,44b2370c-2908-4d09-aedd-5dcda76fae54,Ornaments or decorations,1,UNSPSC,49101609,Ornaments or decorations,10190472,"Ornaments or decorations,Provision & Installation of VVIP mobile toilets and other related services (Maintenance + Cleaning + Evacuation)",94400,RWF
0.releases.174.contracts.0.items.141,0.releases.174,0.releases.174.contracts.0,0,1e934186-79c1-4577-823f-6b80b9a871da,Ornaments or decorations,1,UNSPSC,49101609,Ornaments or decorations,10190472,"Ornaments or decorations,Provision & Installation of VVIP mobile toilets and other related services (Maintenance + Cleaning + Evacuation)",94400,RWF
0.releases.174.contracts.0.items.142,0.releases.174,0.releases.174.contracts.0,0,68cf083a-cd03-4637-9ada-d05d9de170f6,Ornaments or decorations,1,UNSPSC,49101609,Ornaments or decorations,10190471,"Ornaments or decorations,Provision & Installation of VIP mobile toilets and other related services (Maintenance + Cleaning + Evacuation)",94400,RWF
0.releases.174.contracts.0.items.143,0.releases.174,0.releases.174.contracts.0,0,b551e7e7-6a94-40e2-a40c-fcff1f28e874,Ornaments or decorations,1,UNSPSC,49101609,Ornaments or decorations,10190471,"Ornaments or decorations,Provision & Installation of VIP mobile toilets and other related services (Maintenance + Cleaning + Evacuation)",94400,RWF
0.releases.174.contracts.0.items.144,0.releases.174,0.releases.174.contracts.0,0,b6559ed2-b19a-4054-b52c-46dfcb3d816b,Ornaments or decorations,1,UNSPSC,49101609,Ornaments or decorations,10190458,"Ornaments or decorations,Provision & Installation of mobile toilets and other related services (Maintenance + Cleaning + Evacuation)",94400,RWF
0.releases.174.contracts.0.items.145,0.releases.174,0.releases.174.contracts.0,0,b19db504-1d8c-44e2-b79f-ae1f5c73a690,Ornaments or decorations,1,UNSPSC,49101609,Ornaments or decorations,10190458,"Ornaments or decorations,Provision & Installation of mobile toilets and other related services (Maintenance + Cleaning + Evacuation)",94400,RWF
0.releases.174.contracts.0.items.146,0.releases.174,0.releases.174.contracts.0,0,3d8a841d-c994-42bf-80b1-e30aa7fed41c,Ornaments or decorations,1,UNSPSC,49101609,Ornaments or decorations,10347625,"Ornaments or decorations,Provision & Installation of mobile toilets (accessible toilets to persons with disability) and other related services for persons with disability (Maintenance + Cleaning + Evacuation + paddle bins +Kandagira ukarabe( accessible toilets to persons with disability ) + soap, essuie tout, toilet papers)",94400,RWF
0.releases.174.contracts.0.items.147,0.releases.174,0.releases.174.contracts.0,0,99898a75-5c73-40b6-a5af-8cc0ead823c0,Ornaments or decorations,1,UNSPSC,49101609,Ornaments or decorations,10347625,"Ornaments or decorations,Provision & Installation of mobile toilets (accessible toilets to persons with disability) and other related services for persons with disability (Maintenance + Cleaning + Evacuation + paddle bins +Kandagira ukarabe( accessible toilets to persons with disability ) + soap, essuie tout, toilet papers)",94400,RWF
0.releases.174.contracts.0.items.148,0.releases.174,0.releases.174.contracts.0,0,d00600fa-6145-41cd-8a9a-71e047782fd9,Dump trucks,1,UNSPSC,25101601,Dump trucks,10190457,"Dump trucks,Dump trucks (truck screen full day covering)",1180000,RWF
0.releases.174.contracts.0.items.149,0.releases.174,0.releases.174.contracts.0,0,4a9988a7-5886-4b53-9367-543c9baff179,Dump trucks,1,UNSPSC,25101601,Dump trucks,10190457,"Dump trucks,Dump trucks (truck screen full day covering)",1180000,RWF
0.releases.174.contracts.0.items.150,0.releases.174,0.releases.174.contracts.0,0,30a96e90-7533-444c-a296-e6624b685926,Dump trucks,1,UNSPSC,25101601,Dump trucks,10190454,"Dump trucks,Dump trucks (truck screen half-day covering)",590000,RWF
0.releases.174.contracts.0.items.151,0.releases.174,0.releases.174.contracts.0,0,00eefbf1-bdc6-4b36-bd14-19b32cd2a9a6,Dump trucks,1,UNSPSC,25101601,Dump trucks,10190454,"Dump trucks,Dump trucks (truck screen half-day covering)",590000,RWF
0.releases.174.contracts.0.items.152,0.releases.174,0.releases.174.contracts.0,0,ce426641-6a9c-4491-af12-c19ec93af51e,Ornaments or decorations,1,UNSPSC,49101609,Ornaments or decorations,10190453,"Ornaments or decorations,Ceramic vase (medium)",35400,RWF
0.releases.174.contracts.0.items.153,0.releases.174,0.releases.174.contracts.0,0,16279c3c-2b45-4737-bab7-cb7ddb876148,Ornaments or decorations,1,UNSPSC,49101609,Ornaments or decorations,10190453,"Ornaments or decorations,Ceramic vase (medium)",35400,RWF
0.releases.174.contracts.0.items.154,0.releases.174,0.releases.174.contracts.0,0,96188df8-5438-4a15-baa5-42dd74bcce48,Ornaments or decorations,1,UNSPSC,49101609,Ornaments or decorations,10190425,"Ornaments or decorations,Clay vase (big size)",31860,RWF
0.releases.174.contracts.0.items.155,0.releases.174,0.releases.174.contracts.0,0,ac9d4e02-50fd-4ba0-8bcf-70082d73fee4,Ornaments or decorations,1,UNSPSC,49101609,Ornaments or decorations,10190425,"Ornaments or decorations,Clay vase (big size)",31860,RWF
0.releases.174.contracts.0.items.156,0.releases.174,0.releases.174.contracts.0,0,093477ca-082d-4eba-81e2-d75876e98b8a,Ornaments or decorations,1,UNSPSC,49101609,Ornaments or decorations,10190424,"Ornaments or decorations,Clay vase (medium)",27140,RWF
0.releases.174.contracts.0.items.157,0.releases.174,0.releases.174.contracts.0,0,fb769025-2613-40f8-b259-d64f304dd839,Ornaments or decorations,1,UNSPSC,49101609,Ornaments or decorations,10190424,"Ornaments or decorations,Clay vase (medium)",27140,RWF
0.releases.174.contracts.0.items.158,0.releases.174,0.releases.174.contracts.0,0,8f35cc0d-5449-408f-af1d-9a011391510d,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347626,"Vehicle transport services,Vehicle transport services from Kigali City to Eastern Province from 2-5 tons",118000,RWF
0.releases.174.contracts.0.items.159,0.releases.174,0.releases.174.contracts.0,0,22d9e3c4-acbb-4497-9597-a08484283cb7,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347626,"Vehicle transport services,Vehicle transport services from Kigali City to Eastern Province from 2-5 tons",118000,RWF
0.releases.174.contracts.0.items.160,0.releases.174,0.releases.174.contracts.0,0,568aec47-1190-41c5-8edc-503f92a0e0ee,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347627,"Vehicle transport services,Vehicle transport services from Kigali City to Eastern Province from 5-10 tons",118000,RWF
0.releases.174.contracts.0.items.161,0.releases.174,0.releases.174.contracts.0,0,c89b505d-6ea8-4438-a39e-495c92d88432,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347627,"Vehicle transport services,Vehicle transport services from Kigali City to Eastern Province from 5-10 tons",118000,RWF
0.releases.174.contracts.0.items.162,0.releases.174,0.releases.174.contracts.0,0,0c55d082-b67f-4b12-9dc1-fa7d0acd319a,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347628,"Vehicle transport services,Vehicle transport services from Kigali City to Eastern Province from 10-25 tons",118000,RWF
0.releases.174.contracts.0.items.163,0.releases.174,0.releases.174.contracts.0,0,09c40308-7549-43a4-9bf8-9867877cc3b1,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347628,"Vehicle transport services,Vehicle transport services from Kigali City to Eastern Province from 10-25 tons",118000,RWF
0.releases.174.contracts.0.items.164,0.releases.174,0.releases.174.contracts.0,0,ae768307-31b8-4671-987e-c4247011b530,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347629,"Vehicle transport services,Vehicle transport services from Kigali City to Eastern Province from 25 tons and above",118000,RWF
0.releases.174.contracts.0.items.165,0.releases.174,0.releases.174.contracts.0,0,2ccd040d-7da0-45cf-9ff4-96493e52e483,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347629,"Vehicle transport services,Vehicle transport services from Kigali City to Eastern Province from 25 tons and above",118000,RWF
0.releases.174.contracts.0.items.166,0.releases.174,0.releases.174.contracts.0,0,3ac9da73-018d-4f1e-b48d-46fcc376c213,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347630,"Vehicle transport services,Vehicle transport services from Kigali City to Western Province from 2-5 tons",129800,RWF
0.releases.174.contracts.0.items.167,0.releases.174,0.releases.174.contracts.0,0,88d8011f-f1ee-49ce-9f98-ab0e0a31e17a,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347630,"Vehicle transport services,Vehicle transport services from Kigali City to Western Province from 2-5 tons",129800,RWF
0.releases.174.contracts.0.items.168,0.releases.174,0.releases.174.contracts.0,0,a8454c92-3e2f-498b-85a9-0944cb06f4e9,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347631,"Vehicle transport services,Vehicle transport services from Kigali City to Western Province from 5-10 tons",129800,RWF
0.releases.174.contracts.0.items.169,0.releases.174,0.releases.174.contracts.0,0,eed8ce5a-39ae-46b1-abd4-e27e713a0df5,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347631,"Vehicle transport services,Vehicle transport services from Kigali City to Western Province from 5-10 tons",129800,RWF
0.releases.174.contracts.0.items.170,0.releases.174,0.releases.174.contracts.0,0,88c6dc79-5979-4569-ab62-b3ee01896cd4,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347632,"Vehicle transport services,Vehicle transport services from Kigali City to Western Province from 10-25 tons",129800,RWF
0.releases.174.contracts.0.items.171,0.releases.174,0.releases.174.contracts.0,0,0f3d3cdc-0077-4d4f-b267-dabad179a8d4,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347632,"Vehicle transport services,Vehicle transport services from Kigali City to Western Province from 10-25 tons",129800,RWF
0.releases.174.contracts.0.items.172,0.releases.174,0.releases.174.contracts.0,0,f1b97f76-a82e-4cea-a265-400c6f52b6cc,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347633,"Vehicle transport services,Vehicle transport services from Kigali City to Western Province from 25 tons and above",129800,RWF
0.releases.174.contracts.0.items.173,0.releases.174,0.releases.174.contracts.0,0,4826141b-2fff-4573-aa55-6cfd6b4cfebf,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347633,"Vehicle transport services,Vehicle transport services from Kigali City to Western Province from 25 tons and above",129800,RWF
0.releases.174.contracts.0.items.174,0.releases.174,0.releases.174.contracts.0,0,738aa809-f64f-47bc-a281-87e61d91ab66,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347634,"Vehicle transport services,Vehicle transport services from Kigali City to Northern Province from 2-5 tons",123900,RWF
0.releases.174.contracts.0.items.175,0.releases.174,0.releases.174.contracts.0,0,23bc4c0f-0d89-4c9e-8335-0b80ef0b2372,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347634,"Vehicle transport services,Vehicle transport services from Kigali City to Northern Province from 2-5 tons",123900,RWF
0.releases.174.contracts.0.items.176,0.releases.174,0.releases.174.contracts.0,0,255ea75c-e55f-4589-a45d-27e76d3c29a7,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347635,"Vehicle transport services,Vehicle transport services from Kigali City to Northern Province from 5-10 tons",123900,RWF
0.releases.174.contracts.0.items.177,0.releases.174,0.releases.174.contracts.0,0,594535cc-987e-4257-8fb5-de1b6ec5f7e3,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347635,"Vehicle transport services,Vehicle transport services from Kigali City to Northern Province from 5-10 tons",123900,RWF
0.releases.174.contracts.0.items.178,0.releases.174,0.releases.174.contracts.0,0,7459f6e8-e4ab-448e-8188-36c954a3f7f8,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347636,"Vehicle transport services,Vehicle transport services from Kigali City to Northern Province from10-25 tons",123900,RWF
0.releases.174.contracts.0.items.179,0.releases.174,0.releases.174.contracts.0,0,0749f77a-20b2-48e7-9fa0-72eedf448594,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347636,"Vehicle transport services,Vehicle transport services from Kigali City to Northern Province from10-25 tons",123900,RWF
0.releases.174.contracts.0.items.180,0.releases.174,0.releases.174.contracts.0,0,e5f05a50-41b6-4621-b71a-540781af6afb,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347637,"Vehicle transport services,Vehicle transport services from Kigali City to Northern Province from 25 tons and above",123900,RWF
0.releases.174.contracts.0.items.181,0.releases.174,0.releases.174.contracts.0,0,39c2e1d7-9906-4d2d-a968-0cc004d28789,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347637,"Vehicle transport services,Vehicle transport services from Kigali City to Northern Province from 25 tons and above",123900,RWF
0.releases.174.contracts.0.items.182,0.releases.174,0.releases.174.contracts.0,0,bd0acf9e-8385-4618-800e-5ad3db30b6dd,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347638,"Vehicle transport services,Vehicle transport services from Kigali City to Southern Province from 2-5 tons",118000,RWF
0.releases.174.contracts.0.items.183,0.releases.174,0.releases.174.contracts.0,0,f750c324-4a56-401f-8bf8-86afa8783c8a,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347638,"Vehicle transport services,Vehicle transport services from Kigali City to Southern Province from 2-5 tons",118000,RWF
0.releases.174.contracts.0.items.184,0.releases.174,0.releases.174.contracts.0,0,f895cc12-e17a-4212-b20f-22501c3308d8,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347639,"Vehicle transport services,Vehicle transport services from Kigali City to Southern Province from 5-10 tone",118000,RWF
0.releases.174.contracts.0.items.185,0.releases.174,0.releases.174.contracts.0,0,bd5d5d67-a96e-46d4-bd9b-b9b25d6b3ba5,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347639,"Vehicle transport services,Vehicle transport services from Kigali City to Southern Province from 5-10 tone",118000,RWF
0.releases.174.contracts.0.items.186,0.releases.174,0.releases.174.contracts.0,0,c0dc3883-6edf-4e41-a169-aea2e729b253,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347640,"Vehicle transport services,Vehicle transport services from Kigali City to Southern Province from 10-25 tone",118000,RWF
0.releases.174.contracts.0.items.187,0.releases.174,0.releases.174.contracts.0,0,1ba8170e-2b0d-43ce-aed3-b802d1a77ee5,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347640,"Vehicle transport services,Vehicle transport services from Kigali City to Southern Province from 10-25 tone",118000,RWF
0.releases.174.contracts.0.items.188,0.releases.174,0.releases.174.contracts.0,0,89e57294-e608-4a4d-b32b-b86d9f118a57,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347641,"Vehicle transport services,Vehicle transport services from Kigali City to Southern Province from 25 tons and above",118000,RWF
0.releases.174.contracts.0.items.189,0.releases.174,0.releases.174.contracts.0,0,95c7b264-18dd-4037-92ff-5a780ac1d0ea,Vehicle transport services,1,UNSPSC,78101604,Vehicle transport services,10347641,"Vehicle transport services,Vehicle transport services from Kigali City to Southern Province from 25 tons and above",118000,RWF
0.releases.196.contracts.0.items.0,0.releases.196,0.releases.196.contracts.0,0,3bcc8fbd-34e1-41ee-b787-74b16f60b9ab,Coffee,1,UNSPSC,50201706,Coffee,10347777,"Coffee,Made in Rwanda Coffee,packet of 500g",9440,RWF
0.releases.196.contracts.0.items.1,0.releases.196,0.releases.196.contracts.0,0,39ad8d14-4653-4540-92f0-50b3213efe03,Coffee,1,UNSPSC,50201706,Coffee,10347777,"Coffee,Made in Rwanda Coffee,packet of 500g",9440,RWF
