_link,uri,license,publishedDate,version,extensions,publicationPolicy,publisher_name,publisher_scheme,publisher_uid,publisher_uri
0,http://www.rppa.gov.rw/,https://docs.google.com/document/d/1go2esmO2VmoxsbEmZu9UKvMh5kd6FZDg/edit,2026-02-27T02:37:23Z,1.1,"https://raw.githubusercontent.com/open-contracting-extensions/ocds_lots_extension/master/extension.json,https://raw.githubusercontent.com/open-contracting-extensions/ocds_techniques_extension/master/extension.json,https://raw.githubusercontent.com/open-contracting-extensions/ocds_submissionTerms_extension/master/extension.json,https://raw.githubusercontent.com/open-contracting-extensions/ocds_organizationClassification_extension/master/extension.json",https://docs.google.com/document/d/1jWmaDd-Or5XWtxA9Bq6kL7BhrisKCmGO/edit#heading=h.gjdgxs,Rwanda Public Procurement Authority (RPPA),TIN,RPPA_01,http://www.rppa.gov.rw/
